,location,location_population,occupation,hobbies,friends_number,sex,credit_card_type,relationship_status,education,dob,daily_commute
2345,Legnica,100324,Business and administration professionals,"Poi,Shopping",121,0.0,Visa,Single,2.0,40.0,48.0
2346,Swarzędz,30739,Refuse workers and other elementary workers,"Squash,Cardio,Snowboarding,Cryptography",171,0.0,Mastercard,Married,2.0,46.0,59.0
2347,Wrocław,638586,Stationary plant and machine operators,"Amateur radio,Inline skating,Juggling",383,1.0,Visa,In relationship,5.0,43.0,62.0
2348,Reda,25102,Refuse workers and other elementary workers,"Fitness,Woodworking",156,0.0,Mastercard,In relationship,6.0,23.0,5.0
2349,Kraków,767348,Personal care workers,"Weightlifting,Fitness,Crocheting,Flying disc",185,0.0,Mastercard,Married,5.0,24.0,94.0
2350,Racibórz,55189,Customer services clerks,,209,1.0,Visa,Divorced,4.0,71.0,63.0
2351,Busko-Zdrój,16092,Health professionals,"Hiking,Model building,Drama",386,0.0,Mastercard,Single,5.0,56.0,5.0
2352,Wrocław,638586,Administrative and commercial managers,"Juggling,Cycling,Slacklining",246,0.0,Mastercard,Married with kids,5.0,45.26573426573427,71.0
2353,Krotoszyn,29109,"Building and related trades workers, excluding electricians",Lacemaking,108,1.0,Mastercard,In relationship,4.0,33.0,15.0
2354,Bydgoszcz,352313,Information and communications technology professionals,"Rowing,Polo,Vacation",147,1.0,Visa,Married with kids,6.0,50.0,55.0
2355,Bydgoszcz,352313,Handicraft and printing workers,"Crossfit,Bodybuilding,Poi,Soapmaking",125,1.0,Visa,Married,4.0,33.0,80.0
2356,Łódź,690422,"Armed forces occupations, other ranks","Water sports,Video gaming,Lapidary",255,1.0,Mastercard,Married with kids,3.0,44.0,38.0
2357,Warszawa,1764615,Teaching professionals,Fitness,48,0.0,Mastercard,Married with kids,4.0,27.0,80.0
2358,Zawiercie,49908,Customer services clerks,"Shooting,Rock climbing,Drama",194,1.0,Visa,In relationship,2.0,38.0,0.0
2359,Wasilków,11074,Commissioned armed forces officers,"Kettleballs,Cardio",214,1.0,Visa,Single,4.0,23.0,76.0
2360,Police,32970,"Agricultural, forestry and fishery labourers","Rowing,Model building,Gambling,Scuba diving",146,1.0,Mastercard,In relationship,3.0,44.0,73.0
2361,Rzeszów,189662,Health associate professionals,"Power bike,Motor sports",82,0.0,Visa,In relationship,1.0,38.0,65.0
2362,Gryfino,21393,Health associate professionals,"Fitness,Gym,Sand art",180,0.0,Mastercard,Married with kids,5.0,52.0,5.0
2363,Ełk,61523,Non-commissioned armed forces officers,"Stone skipping,Beekeeping",83,0.0,Revolut,Married,2.0,29.0,48.0
2364,Toszek,3596,Protective services workers,"Squash,Rowing,Machining,Vehicle restoration",152,1.0,Mastercard,In relationship,5.0,27.0,13.0
2365,BrześÄ‡ Kujawski,4660,Protective services workers,"Lacemaking,Graffiti,Beekeeping",336,1.0,Visa,Married with kids,4.0,45.0,48.0
2366,Przasnysz,17223,Health professionals,"Wood carving,Flying,Flag Football",268,0.0,Visa,Married,4.0,40.0,23.0
2367,Wrocław,638586,Drivers and mobile plant operators,,80,0.0,Visa,In relationship,4.0,29.0,49.67351598173516
2368,Rypin,16482,"Hospitality, retail and other services managers",,31,1.0,Visa,In relationship,2.0,56.0,1.0
2369,Zbąszyń,7265,Street and related sales and service workers,"Bodybuilding,Sudoku,Flying disc,role-playing games",431,0.0,Mastercard,In relationship,4.0,51.0,1.0
2370,Legnica,100324,Protective services workers,,201,0.0,Mastercard,In relationship,4.0,40.0,18.0
2371,Poznań,538633,"Agricultural, forestry and fishery labourers","Fitness,Mushroom hunting,Hiking,Air sports",146,0.0,Visa,In relationship,5.0,54.0,36.0
2372,Starogard Gdański,48060,"Market-oriented skilled forestry, fishery and hunting workers","Gym,Rafting",216,1.0,Visa,In relationship,6.0,41.0,56.0
2373,Głogów,68179,Personal service workers,,284,1.0,Mastercard,In relationship,5.0,47.0,58.0
2374,Ostrzeszów,14325,Information and communications technology professionals,"Kettleballs,Fitness,Acting,Mountaineering",17,1.0,Mastercard,In relationship,1.0,41.0,60.0
2375,Warszawa,1764615,Teaching professionals,Stretching,199,0.0,Mastercard,Single,3.0,31.0,53.0
2376,Kędzierzyn-Koźle,61661,Health professionals,,206,1.0,Visa,Single,4.0,41.0,49.0
2377,Tarnowskie Góry,61262,Science and engineering professionals,"Rafting,Fashion,Worldbuilding",269,1.0,Visa,Married,5.0,31.0,10.0
2378,Warszawa,1764615,Health associate professionals,"Horseback riding,amateur radio,Stone skipping",260,0.0,Mastercard,Married,5.0,28.0,50.838862559241704
2379,Gdańsk,464254,"Market-oriented skilled forestry, fishery and hunting workers","Fitness,Kite flying,Origami,Jewelry making",106,1.0,Mastercard,In relationship,5.0,37.0,20.0
2380,Świdnica,57671,Business and administration associate professionals,"Badminton,Computer programming,Inline skating",98,0.0,Visa,Married with kids,6.0,38.0,67.0
2381,Poznań,538633,Health associate professionals,Playing musical instruments,172,0.0,Mastercard,Married with kids,2.0,36.0,73.0
2382,Szczecin,403883,"Hospitality, retail and other services managers","Weightlifting,Power bike,Painting",185,1.0,Mastercard,In relationship,3.0,74.0,82.0
2383,Tychy,128211,"Legal, social, cultural and related associate professionals","Gym,Rowing,Orienteering",155,1.0,Mastercard,Married,3.0,54.0,56.0
2384,Świdnica,57671,Personal care workers,,195,1.0,Visa,In relationship,4.0,74.0,99.0
2385,Częstochowa,224376,Health associate professionals,"Homebrewing,Electronics,Skimboarding",43,0.0,Mastercard,Married,5.0,41.0,60.0
2386,Zelów,7665,Electrical and electronic trades workers,"Homebrewing,Slacklining",232,1.0,Visa,Married with kids,2.0,61.0,74.0
2387,Grudziądz,95629,"Market-oriented skilled forestry, fishery and hunting workers",,294,0.0,Mastercard,In relationship,6.0,22.0,57.0
2388,Piekary Śląskie,55652,"Labourers in mining, construction, manufacturing and transport",,56,1.0,Visa,Married,3.0,36.0,40.0
2389,Bydgoszcz,352313,"Armed forces occupations, other ranks","Mountain biking,Crocheting",188,1.0,Mastercard,In relationship,4.0,70.0,80.0
2390,Witnica,6821,Sales workers,"Gym,role-playing games,Foraging",388,0.0,Visa,In relationship,5.0,49.0,59.0
2391,Katowice,296262,"Hospitality, retail and other services managers","Fitness,Geocaching,Flying,Glassblowing",334,1.0,Revolut,Married with kids,1.0,46.14666666666667,50.0
2392,Warszawa,1764615,Production and specialised services managers,"Cardio,Stretching,Power bike,Rappelling,scrapbook",210,0.0,Visa,In relationship,5.0,41.0,17.0
2393,Rudnik nad Sanem,6728,Information and communications technology professionals,"Kettleballs,Rowing,Vacation",190,1.0,Visa,In relationship,2.0,31.0,32.0
2394,Warszawa,1764615,Electrical and electronic trades workers,,120,1.0,Mastercard,In relationship,2.0,26.0,81.0
2395,Rzeszów,189662,Drivers and mobile plant operators,Lacemaking,229,0.0,Visa,In relationship,5.0,47.0,32.0
2396,Przemyśl,61808,Numerical and material recording clerks,"Foreign language learning,Embroidery",213,1.0,Visa,Married,4.0,23.0,66.0
2397,Czerwieńsk,4094,Business and administration associate professionals,Ice skating,347,1.0,Visa,Married,5.0,45.29807692307692,5.0
2398,Kraków,767348,"Market-oriented skilled forestry, fishery and hunting workers",Calligraphy,241,1.0,Mastercard,Married,2.0,60.0,8.0
2399,Kargowa,3766,Science and engineering professionals,"Bodybuilding,Gym,Lockpicking",206,1.0,Mastercard,In relationship,4.0,28.0,90.0
2400,Warszawa,1764615,Market-oriented skilled agricultural workers,"Badminton,Metalworking,Yo-yoing,Flying disc",156,0.0,Visa,Married,5.0,42.0,92.0
2401,Brwinów,13533,"Labourers in mining, construction, manufacturing and transport",,110,1.0,Mastercard,In relationship,2.0,24.0,12.0
2402,Piekary Śląskie,55652,Health associate professionals,"Vacation,Driving,Yo-yoing",185,0.0,Visa,In relationship,6.0,24.0,18.0
2403,Kościerzyna,23809,"Market-oriented skilled forestry, fishery and hunting workers",Lego building,198,1.0,Mastercard,Single,5.0,33.0,7.0
2404,Wrocław,638586,Electrical and electronic trades workers,"Squash,Badminton,Coloring,Astronomy",131,0.0,Visa,Single,4.0,32.0,93.0
2405,Olsztyn,173070,"Armed forces occupations, other ranks",Gym,205,1.0,Mastercard,In relationship,4.0,45.672,83.0
2406,Tomaszów Mazowiecki,63238,Assemblers,"Squash,Parkour,Archery,Flying disc",129,1.0,Visa,In relationship,3.0,40.0,34.0
2407,Kraków,767348,Non-commissioned armed forces officers,"Power bike,Kabaddi,Jogging,Inline skating",234,1.0,Mastercard,Single,4.0,56.0,1.0
2408,Świętochłowice,50385,Information and communications technicians,"Juggling,Taekwondo",232,0.0,Visa,Married,4.0,39.0,87.0
2409,Poznań,538633,Administrative and commercial managers,Weightlifting,131,0.0,Mastercard,Single,5.0,79.0,74.0
2410,Częstochowa,224376,Sales workers,"Polo,Bird watching,Computer programming",157,0.0,Revolut,Divorced,4.0,40.0,88.0
2411,Łódź,690422,Drivers and mobile plant operators,"Juggling,Driving",133,0.0,Visa,In relationship,2.0,70.0,48.0
2412,Wrocław,638586,Electrical and electronic trades workers,"Cooking,Wood carving,Rock climbing",256,1.0,Visa,In relationship,4.0,45.672,72.0
2413,Choszczno,15352,"Labourers in mining, construction, manufacturing and transport",,427,0.0,Visa,In relationship,3.0,34.0,19.0
2414,Nowa Ruda,22455,Teaching professionals,,382,1.0,Visa,Married with kids,5.0,44.0,87.0
2415,Bytom,168394,"Market-oriented skilled forestry, fishery and hunting workers","Squash,Crossfit,Astronomy,Flying disc,Kayaking",190,0.0,Visa,Divorced,3.0,43.0,42.0
2416,Iława,33132,Business and administration professionals,"Cycling,Flower arranging",271,1.0,Mastercard,In relationship,4.0,49.0,43.0
2417,Zawidów,4232,Production and specialised services managers,,101,0.0,Mastercard,In relationship,4.0,24.0,8.0
2418,Bełchatów,57964,Science and engineering associate professionals,,152,0.0,Visa,Single,5.0,58.0,40.0
2419,Rybnik,139129,"Agricultural, forestry and fishery labourers","Squash,Power bike,Surfing,Magic",184,1.0,Visa,In relationship,4.0,63.0,71.0
2420,Białobrzegi,7015,Health professionals,"Badminton,Cryptography,Water sports",216,1.0,Visa,In relationship,4.0,51.0,84.0
2421,Warszawa,1764615,"Metal, machinery and related trades workers","Flag Football,Fashion,Scuba diving",139,1.0,Visa,Married,5.0,62.0,45.0
2422,Recz,2930,Handicraft and printing workers,,118,1.0,Visa,Married with kids,4.0,41.0,49.55
2423,Kąty Wrocławskie,6846,"Agricultural, forestry and fishery labourers",,239,0.0,Visa,Married with kids,3.0,57.0,65.0
2424,Kwidzyn,38553,Commissioned armed forces officers,Squash,238,1.0,Visa,Single,4.0,51.0,78.0
2425,Kościerzyna,23809,Personal service workers,"Bodybuilding,Sand art,Dowsing,Sewing",90,1.0,Mastercard,Married with kids,4.0,58.0,81.0
2426,Bielsk Podlaski,25611,Information and communications technology professionals,Snowboarding,176,0.0,Visa,Married,3.0,32.0,98.0
2427,Warszawa,1764615,"Legal, social, cultural and related associate professionals","Rowing,Parkour,Geocaching,Worldbuilding",110,1.0,Visa,In relationship,4.0,40.0,7.0
2428,Gdańsk,464254,"Metal, machinery and related trades workers","Gym,Sailing,Urban exploration,Fashion",329,0.0,Mastercard,In relationship,3.0,30.0,7.0
2429,Wrocław,638586,Teaching professionals,"Stretching,Amateur radio,Brazilian jiu-jitsu",0,1.0,Mastercard,Married with kids,4.0,41.0,25.0
2430,Żyrardów,40243,Science and engineering professionals,"Cooking,Singing,Skateboarding",210,0.0,Mastercard,Married,2.0,29.0,42.0
2431,Piaseczno,47660,Production and specialised services managers,"Badminton,Sewing,Jewelry making",241,1.0,Visa,In relationship,4.0,52.0,89.0
2432,Świętochłowice,50385,Business and administration associate professionals,Driving,140,1.0,Visa,Married with kids,4.0,45.0,49.55
2433,Olsztyn,173070,Teaching professionals,,184,0.0,Mastercard,Married with kids,2.0,39.0,52.352112676056336
2434,Przemyśl,61808,Science and engineering associate professionals,"Badminton,Bodybuilding",144,0.0,Revolut,In relationship,1.0,24.0,58.0
2435,Szlichtyngowa,1289,Science and engineering professionals,"Bodybuilding,Cycling,Running",227,1.0,Visa,Married with kids,4.0,46.14666666666667,24.0
2436,Gdańsk,464254,Non-commissioned armed forces officers,Parkour,200,1.0,Mastercard,Divorced,5.0,72.0,3.0
2437,Gdańsk,464254,Personal service workers,"Badminton,Squash,Fitness,Drama",253,1.0,Mastercard,Married,5.0,49.0,16.0
2438,Bytom,168394,"Agricultural, forestry and fishery labourers","Cardio,Singing,Driving",215,1.0,Visa,Single,2.0,22.0,89.0
2439,Ostrowiec Świętokrzyski,69852,Assemblers,Coffee roasting,27,1.0,Revolut,In relationship,4.0,67.0,88.0
2440,Kraków,767348,Production and specialised services managers,"Weightlifting,Crossfit,Handball",192,1.0,Mastercard,In relationship,4.0,41.0,28.0
2441,Chorzów,109021,Market-oriented skilled agricultural workers,"Crossfit,Blacksmithing,Shooting,Flower arranging",349,0.0,Visa,In relationship,4.0,57.0,43.0
2442,Sopot,36533,"Chief executives, senior officials and legislators","Crossfit,Gym,Jigsaw puzzles,Horseback riding,Model building",226,0.0,Mastercard,Married,5.0,59.0,68.0
2443,Ełk,61523,"Armed forces occupations, other ranks","Bird watching,Foraging",165,0.0,Visa,Married with kids,5.0,55.0,17.0
2444,Warszawa,1764615,Street and related sales and service workers,"Stretching,Bodybuilding,Knapping,Cycling",208,0.0,Visa,Single,3.0,54.0,10.0
2445,Wrocław,638586,Information and communications technicians,"Crossfit,Sculling,Rafting",194,0.0,Visa,Single,2.0,42.0,49.32786885245902
2446,Koluszki,13148,Business and administration associate professionals,"Cardio,Stretching,Badminton,Tai chi,Community,Origami",171,0.0,Visa,Single,1.0,34.0,49.0
2447,Leżajsk,13990,General and keyboard clerks,,96,0.0,Revolut,Single,4.0,33.0,73.0
2448,Września,30279,Street and related sales and service workers,"Stretching,Power bike,Skiing,Sports",323,0.0,Visa,Married with kids,1.0,37.0,52.352112676056336
2449,Elbląg,120895,General and keyboard clerks,"Origami,Urban exploration,Writing",291,0.0,Mastercard,Married,4.0,28.0,49.0
2450,Bytom,168394,Production and specialised services managers,"Kettleballs,Astronomy,Candle making",218,0.0,Mastercard,Single,4.0,44.0,59.0
2451,Katowice,296262,Administrative and commercial managers,"Weightlifting,Skimboarding,Archery,Board games",215,1.0,Mastercard,Married,4.0,45.29807692307692,77.0
2452,Zabrze,174349,"Chief executives, senior officials and legislators","Paintball,Rock climbing,Book restoration",166,1.0,Visa,Single,5.0,42.0,70.0
2453,Legionowo,54041,Market-oriented skilled agricultural workers,"Badminton,Worldbuilding,Quilting,Drama",260,1.0,Visa,In relationship,4.0,34.0,25.0
2454,Dzierżoniów,33653,Science and engineering professionals,Badminton,219,0.0,Visa,Married,4.0,43.566502463054185,27.0
2455,Radziejów,5638,Market-oriented skilled agricultural workers,"Listening to music,Board games,Geocaching",130,1.0,Visa,Married with kids,5.0,38.0,77.0
2456,Zielona Góra,139819,Food preparation assistants,"LARPing,Parkour",217,0.0,Mastercard,Single,5.0,23.0,10.0
2457,Warszawa,1764615,Information and communications technology professionals,"Rowing,Watching movies,Cycling",57,1.0,Mastercard,In relationship,4.0,57.0,50.70429252782194
2458,Sosnowiec,204013,Commissioned armed forces officers,"Badminton,tabletop games",217,0.0,Mastercard,In relationship,2.0,52.0,92.0
2459,Częstochowa,224376,Electrical and electronic trades workers,"Badminton,Crocheting,amateur radio",170,1.0,Mastercard,In relationship,2.0,39.0,70.0
2460,Białystok,297288,Sales workers,,284,1.0,Visa,Married with kids,1.0,60.0,89.0
2461,Leśna,4532,"Legal, social and cultural professionals","Squash,Ice skating,Tai chi,amateur radio",91,1.0,Revolut,In relationship,6.0,51.0,2.0
2462,Choszczno,15352,"Metal, machinery and related trades workers","Stretching,Skydiving",239,0.0,Mastercard,Married with kids,2.0,64.0,53.0
2463,Września,30279,"Agricultural, forestry and fishery labourers","Weightlifting,Nordic skating",310,1.0,Visa,Married,6.0,44.0,10.0
2464,Zduny,4543,Health associate professionals,"Fitness,Squash,Candle making,Flying disc,Bodybuilding",376,0.0,Mastercard,In relationship,4.0,40.0,25.0
2465,Tuchów,6693,Food preparation assistants,"Bodybuilding,Horseback riding",179,1.0,Mastercard,Single,3.0,42.77777777777778,20.0
2466,Wrocław,638586,Science and engineering professionals,Water sports,284,0.0,Visa,Married,4.0,43.566502463054185,91.0
2467,Jastrzębie-Zdrój,89590,"Building and related trades workers, excluding electricians",,299,1.0,Visa,Married,4.0,50.0,8.0
2468,Wrocław,638586,Administrative and commercial managers,"Cardio,Gym,Cosplaying",143,0.0,Mastercard,In relationship,5.0,49.0,21.0
2469,Lipsko,5592,"Chief executives, senior officials and legislators",,245,1.0,Visa,In relationship,4.0,39.0,1.0
2470,Konstantynów Łódzki,18013,Electrical and electronic trades workers,"Power bike,Squash,Sports",191,1.0,Visa,In relationship,5.0,53.0,49.0
2471,Tarnobrzeg,47387,"Legal, social, cultural and related associate professionals",,124,0.0,Mastercard,In relationship,5.0,35.0,92.0
2472,Konin,74834,Business and administration associate professionals,,205,1.0,Mastercard,Married with kids,4.0,41.0,24.0
2473,Łódź,690422,Information and communications technology professionals,,219,1.0,Visa,Married with kids,3.0,42.0,72.0
2474,Gdańsk,464254,"Chief executives, senior officials and legislators","Squash,Kite flying,Photography",87,1.0,Visa,In relationship,5.0,62.0,25.0
2475,Gdańsk,464254,Business and administration professionals,"Badminton,Tai chi,Drama,Acting",247,1.0,Mastercard,Single,4.0,42.77777777777778,49.454054054054055
2476,Skierniewice,48308,Business and administration associate professionals,,49,0.0,Visa,Married,3.0,29.0,32.0
